,taxon_name_w_authors,v10_11_12_13_accepted_name_w_author,v14_taxon_name_w_authors,v14_chained_accepted_name_w_author,v14_chained_accepted_species,v14_direct_accepted_name_w_author,v14_direct_accepted_species,v14_chained_accepted_genus,v14_direct_accepted_genus
480367,Malus sylvestris var. lemoinei (Lemoine) L.H.Bailey,Malus sylvestris var. sylvestris,Malus sylvestris var. sylvestris,Malus sylvestris (L.) Mill.,Malus sylvestris,Malus × purpurea (A.Barbier) Rehder,Malus × purpurea,Malus,Malus
480403,Potentilla alchemilloides Willd. ex D.F.K.Schltdl.,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides subsp. alchimilloides,Potentilla alchimilloides,Potentilla geranioides var. geranioides,Potentilla geranioides,Potentilla,Potentilla
480439,Potentilla oblanceolata Rydb.,Potentilla concinna var. concinna,Potentilla concinna var. concinna,Potentilla concinna var. concinna,Potentilla concinna,Potentilla oblanceolata Rydb.,Potentilla oblanceolata,Potentilla,Potentilla
480711,Pygeum persimile Kurz,Prunus arborea var. arborea,Prunus arborea var. arborea,Prunus arborea var. arborea,Prunus arborea,Prunus grisea var. tomentosa (Koord. & Valeton) Kalkman,Prunus grisea,Prunus,Prunus
481114,Pyrus communis var. microcarpa Cout.,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis subsp. communis,Pyrus communis,Pyrus cordata Desv.,Pyrus cordata,Pyrus,Pyrus
481248,Rosa amblyotis C.A.Mey.,Rosa davurica var. davurica,Rosa davurica var. davurica,Rosa davurica var. davurica,Rosa davurica,Rosa amblyotis C.A.Mey.,Rosa amblyotis,Rosa,Rosa
481321,Rosa multiflora var. formosana Cardot,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora var. multiflora,Rosa multiflora,Rosa transmorrisonensis Hayata,Rosa transmorrisonensis,Rosa,Rosa
481486,Rosa tomentella f. affinis (A.Rau) Christ,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima,Rosa balsamica Besser,Rosa balsamica,Rosa,Rosa
481487,Rosa tomentella var. affinis (A.Rau) Posp.,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima,Rosa balsamica Besser,Rosa balsamica,Rosa,Rosa
481499,Rosa spinosissima var. glandulosa (Bellardi) Heinr.Braun,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima,Rosa pendulina L.,Rosa pendulina,Rosa,Rosa
481572,Rosa canina var. affinis (A.Rau) Wimm. & Grab.,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima var. spinosissima,Rosa spinosissima,Rosa balsamica Besser,Rosa balsamica,Rosa,Rosa
482456,Cirsium ochrocentrum var. townsendii Petr.,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum var. ochrocentrum,Cirsium ochrocentrum,Cirsium townsendii (Petr.) G.L.Nesom,Cirsium townsendii,Cirsium,Cirsium
482674,Picridium ligulatum Kunze,Reichardia ligulata var. ligulata,Reichardia ligulata var. ligulata,Reichardia ligulata var. ligulata,Reichardia ligulata,Reichardia tingitana var. tingitana,Reichardia tingitana,Reichardia,Reichardia
483564,Erigeron villarsii proles mixtus (Arv.-Touv.) Rouy,Erigeron atticus var. atticus,Erigeron atticus var. atticus,Erigeron atticus var. atticus,Erigeron atticus,Erigeron schleicheri Gremli,Erigeron schleicheri,Erigeron,Erigeron
483688,"Achillea gussonei Ces., Pass. & Gibelli",Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia f. abrotanifolia,Anthemis abrotanifolia,"Anthemis pseudoabrotanifolia C.Brullo, Brullo & Giusso",Anthemis pseudoabrotanifolia,Anthemis,Anthemis
483791,Bidens andicola f. dissecta Sherff,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola,Bidens triplinervia Kunth,Bidens triplinervia,Bidens,Bidens
483793,Bidens andicola f. tarijensis (Sherff) Sherff,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola,Bidens triplinervia Kunth,Bidens triplinervia,Bidens,Bidens
483794,Bidens andicola var. tarijensis Sherff,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola,Bidens triplinervia Kunth,Bidens triplinervia,Bidens,Bidens
483799,Bidens pusilla Sherff,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola var. andicola,Bidens andicola,Bidens triplinervia Kunth,Bidens triplinervia,Bidens,Bidens
484456,Anemia fulva var. cavanillesii Hook.,Anemia ferruginea Kunth,Anemia ferruginea Kunth,Anemia ferruginea Kunth,Anemia ferruginea,Anemia tomentosa var. tomentosa,Anemia tomentosa,Anemia,Anemia
484459,Anemia fulva (Cav.) Sw.,Anemia ferruginea Kunth,Anemia ferruginea Kunth,Anemia ferruginea Kunth,Anemia ferruginea,Anemia tomentosa var. tomentosa,Anemia tomentosa,Anemia,Anemia
484461,Osmunda fulva Cav.,Anemia ferruginea Kunth,Anemia ferruginea Kunth,Anemia ferruginea Kunth,Anemia ferruginea,Anemia tomentosa var. tomentosa,Anemia tomentosa,Anemia,Anemia
484650,Scolopendrium cordatum Fée,Asplenium hemionitis var. hemionitis,Asplenium hemionitis var. hemionitis,Asplenium hemionitis var. hemionitis,Asplenium hemionitis,Asplenium sagittatum (DC.) Bange,Asplenium sagittatum,Asplenium,Asplenium
485225,Rubus macrophyllus var. luxurians (Ripart ex Genev.) Boulay,Rubus macrophyllus subsp. macrophyllus,Rubus macrophyllus subsp. macrophyllus,Rubus macrophyllus subsp. macrophyllus,Rubus macrophyllus,Rubus luxurians Ripart ex Genev.,Rubus luxurians,Rubus,Rubus
486326,Bunchosia squarrosa Griseb.,Glicophyllum stylopterum (A.Juss.) R.F.Almeida,Glicophyllum stylopterum (A.Juss.) R.F.Almeida,Glicophyllum stylopterum (A.Juss.) R.F.Almeida,Glicophyllum stylopterum,Glicophyllum squarrosum (Griseb.) A.Pool,Glicophyllum squarrosum,Glicophyllum,Glicophyllum
487068,Osmunda regalis var. brevifolia Desv.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda regalis L.,Osmunda regalis,Osmunda,Osmunda
487085,Osmunda hilsenbergii Grev. & Hook.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda regalis L.,Osmunda regalis,Osmunda,Osmunda
487088,Osmunda capensis C.Presl,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda regalis L.,Osmunda regalis,Osmunda,Osmunda
487090,Osmunda regalis var. capensis Milde,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda regalis L.,Osmunda regalis,Osmunda,Osmunda
487091,Osmunda schelpei A.E.Bobrov,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda regalis L.,Osmunda regalis,Osmunda,Osmunda
487092,Osmunda transvaalensis A.E.Bobrov,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta (Burm.f.) Fraser-Jenk.,Osmunda acuta,Osmunda regalis L.,Osmunda regalis,Osmunda,Osmunda
487519,Spiraea japonica subvar. brevistyla (Hayata) Masam.,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola var. hayatana (H.L.Li) Businský,Spiraea morrisonicola,Spiraea japonica var. formosana (Hayata) Masam.,Spiraea japonica,Spiraea,Spiraea
487725,Echinopsis klingleriana Cárdenas,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum subsp. rhodotrichum,Acanthocalycium rhodotrichum,Acanthocalycium klinglerianum (Cárdenas) Lodé,Acanthocalycium klinglerianum,Acanthocalycium,Acanthocalycium
487817,Hieracium gothicum subsp. tenuiceps Dahlst.,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum subsp. perangustum (Dahlst.) Zahn,Hieracium laevigatum,Hieracium tenuiceps (Dahlst.) Brenner,Hieracium tenuiceps,Hieracium,Hieracium
488004,Hieracium inuliflorum subsp. subinuliflorum de Retz,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum Arv.-Touv. & Gaut.,Hieracium orteganum,"Hieracium candidum subsp. subinuliflorum (de Retz) Mateo, Egido & Gómiz",Hieracium candidum,Hieracium,Hieracium
488231,Hieracium bifidum subsp. caesiiceps (Brenner) Zahn,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum (Dahlst.) Johanss.,Hieracium sublividum,Hieracium bifidum subsp. caesiiflorum (Norrl.) Zahn,Hieracium bifidum,Hieracium,Hieracium
488425,Pyrus cossonii Rehder,Pyrus cordata Desv.,Pyrus cordata Desv.,Pyrus cordata Desv.,Pyrus cordata,Pyrus cossonii Rehder,Pyrus cossonii,Pyrus,Pyrus
488438,Rubus foliosus var. monticola (Boulay) Sudre,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus Weihe,Rubus foliosus,Rubus pallidus Weihe,Rubus pallidus,Rubus,Rubus
488448,Othonna spinescens (DC.) D.Dietr.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens,Othonna rhamnoides Sch.Bip.,Othonna rhamnoides,Othonna,Othonna
488449,Othonna rhamnoides Sch.Bip.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens,Othonna rhamnoides Sch.Bip.,Othonna rhamnoides,Othonna,Othonna
488450,Senecio spinescens (DC.) Sch.Bip.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens DC.,Othonna spinescens,Othonna rhamnoides Sch.Bip.,Othonna rhamnoides,Othonna,Othonna
488984,Portulaca armitii F.Muell.,Portulaca bicolor F.Muell.,Portulaca bicolor F.Muell.,Portulaca bicolor F.Muell.,Portulaca bicolor,Portulaca armitii F.Muell.,Portulaca armitii,Portulaca,Portulaca
489001,Diomma Engl. ex Harms,Spathelia L.,Spathelia L.,Spathelia L.,,Sohnreyia K.Krause,,Spathelia,Sohnreyia
489008,Acacia leucadendron A.Cunn. ex Benth.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervata DC.,Acacia binervata,Acacia binervia (J.C.Wendl.) J.F.Macbr.,Acacia binervia,Acacia,Acacia
489347,Salix govaniana Wall.,Salix myrtilloides L.,Salix myrtilloides L.,Salix myrtilloides L.,Salix myrtilloides,Salix denticulata Andersson,Salix denticulata,Salix,Salix
489610,Libanotis Haller ex Zinn,Seseli L.,Seseli L.,Seseli L.,,Libanotis Haller ex Zinn,,Seseli,Libanotis
489867,Cebatha Forssk.,Cocculus DC.,Cocculus DC.,Cocculus DC.,,Cebatha Forssk.,,Cocculus,Cebatha
490304,Trichocereus chuquisacanus F.Ritter,Soehrensia tarijensis subsp. tarijensis,Soehrensia tarijensis subsp. tarijensis,Soehrensia tarijensis subsp. tarijensis,Soehrensia tarijensis,Trichocereus chuquisacanus F.Ritter,Trichocereus chuquisacanus,Soehrensia,Trichocereus
490450,Acalypha dupraeana Baill.,Acalypha accedens Müll.Arg.,Acalypha accedens Müll.Arg.,Acalypha accedens Müll.Arg.,Acalypha accedens,Acalypha amblyodonta (Müll.Arg.) Müll.Arg.,Acalypha amblyodonta,Acalypha,Acalypha
491043,Acianthella sublesta (Dockrill) D.L.Jones & M.A.Clem.,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus amplexicaulis,"Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus sublestus,Stigmatodactylus,Stigmatodactylus
491045,Acianthus sublestus Dockrill,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus amplexicaulis,"Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus sublestus,Stigmatodactylus,Stigmatodactylus
491048,Acianthopsis sublesta (Dockrill) Szlach.,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus amplexicaulis,"Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus sublestus,Stigmatodactylus,Stigmatodactylus
491050,Univiscidiatus sublestus (Dockrill) D.L.Jones & M.A.Clem.,"Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones","Stigmatodactylus amplexicaulis (F.M.Bailey) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus amplexicaulis,"Stigmatodactylus sublestus (Dockrill) S.P.Lyon, M.A.Clem. & D.L.Jones",Stigmatodactylus sublestus,Stigmatodactylus,Stigmatodactylus
491566,Aerangis ikopana Schltr.,Aerangis mooreana (Rolfe ex Sander) P.J.Cribb & J.Stewart,Aerangis mooreana (Rolfe ex Sander) P.J.Cribb & J.Stewart,Aerangis polyura (Sander ex Mast.) Hermans,Aerangis polyura,Aerangis ikopana Schltr.,Aerangis ikopana,Aerangis,Aerangis
492906,Alyxia erythrosperma var. samoensis Christoph.,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa Rich. ex A.Gray,Alyxia bracteolosa,Alyxia samoensis (Christoph.) A.C.Sm.,Alyxia samoensis,Alyxia,Alyxia
492985,Gynopogon rosmarinifolius Baill.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia rosmarinifolia (Baill.) Guillaumin,Alyxia rosmarinifolia,Alyxia,Alyxia
492989,Alyxia dolioliflora Guillaumin,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia dolioliflora Guillaumin,Alyxia dolioliflora,Alyxia,Alyxia
492990,Alyxia doratophylla Guillaumin,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia celastrinea (Baill.) Schltr. ex Guillaumin,Alyxia celastrinea,Alyxia,Alyxia
492995,Alyxia myrtoides Schltr.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia celastrinea (Baill.) Schltr. ex Guillaumin,Alyxia celastrinea,Alyxia,Alyxia
492996,Alyxia nummularia S.Moore,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia nummularia S.Moore,Alyxia nummularia,Alyxia,Alyxia
492997,Alyxia pseudoserpentina Boiteau,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia pseudoserpentina Boiteau,Alyxia pseudoserpentina,Alyxia,Alyxia
492998,Alyxia rosmarinifolia (Baill.) Guillaumin,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia rosmarinifolia (Baill.) Guillaumin,Alyxia rosmarinifolia,Alyxia,Alyxia
493000,Alyxia microcarpa Pancher ex P.Boiteau,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii Montrouz.,Alyxia tisserantii,Alyxia pseudoserpentina Boiteau,Alyxia pseudoserpentina,Alyxia,Alyxia
493018,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora,Amanoa,Amanoa
493020,Amanoa guianensis var. grandiflora Müll.Arg.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora,Amanoa,Amanoa
493021,Amanoa guianensis var. poeppigii Müll.Arg.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora,Amanoa,Amanoa
493023,Amanoa potamophila Croizat,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora,Amanoa,Amanoa
493024,Amanoa macrocarpa Cuatrec.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis Aubl.,Amanoa guianensis,Amanoa grandiflora (Müll.Arg.) Müll.Arg.,Amanoa grandiflora,Amanoa,Amanoa
493560,Angraecum germinyanum Hook.f.,Angraecum ramosum Thouars,Angraecum ramosum Thouars,Angraecum ramosum Thouars,Angraecum ramosum,Angraecum germinyanum Hook.f.,Angraecum germinyanum,Angraecum,Angraecum
493567,Angraecum verruculosum Frapp. ex Cordem.,Angraecum implicatum Thouars,Angraecum implicatum Thouars,Angraecum implicatum Thouars,Angraecum implicatum,Angraecum ramosum Thouars,Angraecum ramosum,Angraecum,Angraecum
494364,Anthurium regnellianum Engl.,Anthurium sinuatum Benth. ex Schott,Anthurium sinuatum Benth. ex Schott,Anthurium sinuatum Benth. ex Schott,Anthurium sinuatum,Anthurium regnellianum Engl.,Anthurium regnellianum,Anthurium,Anthurium
494901,Apostasia nipponica Masam.,Apostasia wallichii R.Br.,Apostasia wallichii R.Br.,Apostasia wallichii R.Br.,Apostasia wallichii,Apostasia nipponica Masam.,Apostasia nipponica,Apostasia,Apostasia
494905,Apostasia wallichii subsp. nipponica (Masam.) Masam.,Apostasia wallichii R.Br.,Apostasia wallichii R.Br.,Apostasia wallichii R.Br.,Apostasia wallichii,Apostasia nipponica Masam.,Apostasia nipponica,Apostasia,Apostasia
494906,Apostasia wallichii var. nipponica (Masam.) Masam.,Apostasia wallichii R.Br.,Apostasia wallichii R.Br.,Apostasia wallichii R.Br.,Apostasia wallichii,Apostasia nipponica Masam.,Apostasia nipponica,Apostasia,Apostasia
495526,Argostemma iriomotense Masam.,Argostemma solaniflorum Elmer,Argostemma solaniflorum Elmer,Argostemma solaniflorum Elmer,Argostemma solaniflorum,Argostemma iriomotense Masam.,Argostemma iriomotense,Argostemma,Argostemma
495800,Arum orientale subsp. incomptum (Schott) Engl.,Arum euxinum R.R.Mill,Arum euxinum R.R.Mill,Arum euxinum R.R.Mill,Arum euxinum,Arum orientale subsp. orientale,Arum orientale,Arum,Arum
496102,Aspidosperma quirandy var. angustifolium Hassl.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum,Aspidosperma quirandy Hassl.,Aspidosperma quirandy,Aspidosperma,Aspidosperma
496103,Aspidosperma quirandy var. campestre Hassl.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum,Aspidosperma quirandy Hassl.,Aspidosperma quirandy,Aspidosperma,Aspidosperma
496104,Aspidosperma quirandy var. silvaticum Hassl.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum Mart.,Aspidosperma tomentosum,Aspidosperma quirandy Hassl.,Aspidosperma quirandy,Aspidosperma,Aspidosperma
496298,Scheelea tetrasticha (Drude) Burret,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa,Attalea phalerata Mart. ex Spreng.,Attalea phalerata,Attalea,Attalea
496308,Maximiliana tetrasticha Drude,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa (Aubl.) Mart.,Attalea maripa,Attalea phalerata Mart. ex Spreng.,Attalea phalerata,Attalea,Attalea
496333,Aucuba himalaica var. dolichophylla W.P.Fang & Soong,Aucuba chinensis var. angusta F.T.Wang,Aucuba chinensis var. angusta F.T.Wang,Aucuba chinensis var. angusta F.T.Wang,Aucuba chinensis,Aucuba himalaica var. dolichophylla W.P.Fang & Soong,Aucuba himalaica,Aucuba,Aucuba
496687,Baissea odorata K.Schum. ex Stapf,Baissea leonensis Benth.,Baissea leonensis Benth.,Baissea leonensis Benth.,Baissea leonensis,Baissea odorata K.Schum. ex Stapf,Baissea odorata,Baissea,Baissea
496708,Codonura calophylla K.Schum.,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii,Baissea calophylla (K.Schum.) Stapf,Baissea calophylla,Baissea,Baissea
496709,Baissea erythrosticta K.Schum. ex Stapf,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii (Baill.) Stapf ex Hiern,Baissea welwitschii,Baissea erythrosticta K.Schum. ex Stapf,Baissea erythrosticta,Baissea,Baissea
496717,Balaka siliensis Christoph.,Balaka samoensis Becc.,Balaka samoensis Becc.,Balaka samoensis Becc.,Balaka samoensis,Balaka siliensis Christoph.,Balaka siliensis,Balaka,Balaka
497014,Bernardia confertifolia var. glabrata Pax & K.Hoffm.,Bernardia confertifolia Müll.Arg.,Bernardia confertifolia Müll.Arg.,Bernardia confertifolia Müll.Arg.,Bernardia confertifolia,Bernardia pulchella (Baill.) Müll.Arg.,Bernardia pulchella,Bernardia,Bernardia
497017,Adelia bernardia L.,Bernardia dichotoma var. dichotoma,Bernardia dichotoma var. dichotoma,Bernardia dichotoma var. dichotoma,Bernardia dichotoma,Bernardia carpinifolia Griseb.,Bernardia carpinifolia,Bernardia,Bernardia
497019,Bernardia bernardia (L.) Millsp.,Bernardia dichotoma var. dichotoma,Bernardia dichotoma var. dichotoma,Bernardia dichotoma var. dichotoma,Bernardia dichotoma,Bernardia carpinifolia Griseb.,Bernardia carpinifolia,Bernardia,Bernardia
497592,Bletia wageneri Rchb.f.,Bletia campanulata Lex.,Bletia campanulata Lex.,Bletia campanulata Lex.,Bletia campanulata,Bletia wageneri Rchb.f.,Bletia wageneri,Bletia,Bletia
497593,Bletia wageneri var. cobra Garay & Dunst.,Bletia campanulata Lex.,Bletia campanulata Lex.,Bletia campanulata Lex.,Bletia campanulata,Bletia cobra (Garay & Dunst.) Szlach. & Kolan.,Bletia cobra,Bletia,Bletia
498015,Forsteria Steud.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498086,Heterocalymnantha Domin,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498087,Diplomorpha Griff.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498089,Breyniopsis Beille,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498090,Foersteria Scop.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498091,Ceratogynum Wight,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498092,Melanthesa Blume,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498093,Melanthesopsis Müll.Arg.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498094,Sauropus Blume,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,Breynia J.R.Forst. & G.Forst.,,Phyllanthus L.,,Breynia,Phyllanthus
498608,Bulbophyllum pechei W.Bull,Bulbophyllum cupreum Lindl.,Bulbophyllum cupreum Lindl.,Bulbophyllum cupreum Lindl.,Bulbophyllum cupreum,Bulbophyllum pechei W.Bull,Bulbophyllum pechei,Bulbophyllum,Bulbophyllum
498972,Bulbophyllum conchiferum Rchb.f.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum,Bulbophyllum conchiferum Rchb.f.,Bulbophyllum conchiferum,Bulbophyllum,Bulbophyllum
498981,Phyllorkis conchifera (Rchb.f.) Kuntze,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum Griff.,Bulbophyllum khasyanum,Bulbophyllum conchiferum Rchb.f.,Bulbophyllum conchiferum,Bulbophyllum,Bulbophyllum
499008,Bulbophyllum radiatum Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum (Blume) Lindl.,Bulbophyllum laxiflorum,Bulbophyllum radiatum Lindl.,Bulbophyllum radiatum,Bulbophyllum,Bulbophyllum
499179,Bulbophyllum balaeniceps Rchb.f.,Bulbophyllum napellii Lindl.,Bulbophyllum napellii Lindl.,Bulbophyllum napellii Lindl.,Bulbophyllum napellii,Bulbophyllum balaeniceps Rchb.f.,Bulbophyllum balaeniceps,Bulbophyllum,Bulbophyllum
