,taxon_name_w_authors,v10_11_12_accepted_name_w_author,v13_taxon_name_w_authors,v13_chained_accepted_name_w_author,v13_chained_accepted_species,v13_direct_accepted_name_w_author,v13_direct_accepted_species
548474,Pogostemon stellatus var. roxburghianus (H.Keng) H.Keng,Pogostemon stellatus (Lour.) Kuntze,Pogostemon stellatus (Lour.) Kuntze,Pogostemon stellatus (Lour.) Kuntze,Pogostemon stellatus,Pogostemon quadrifolius (Benth.) F.Muell.,Pogostemon quadrifolius
549423,Premna macrophylla var. thailandica Moldenke,Premna macrophylla Wall. ex Schauer,Premna macrophylla Wall. ex Schauer,Premna macrophylla Wall. ex Schauer,Premna macrophylla,Premna nana Collett & Hemsl.,Premna nana
549902,Prunella vulgaris subsp. surrecta (Dumort.) Berher,Prunella vulgaris subsp. vulgaris,Prunella vulgaris subsp. vulgaris,Prunella vulgaris subsp. vulgaris,Prunella vulgaris,Prunella × surrecta Dumort.,Prunella × surrecta
550073,Psidium grandiflorum Ruiz & Pav.,Psidium acutangulum DC.,Psidium acutangulum DC.,Psidium acutangulum DC.,Psidium acutangulum,Psidium friedrichsthalianum (O.Berg) Nied.,Psidium friedrichsthalianum
550161,Psidium paucinerve Urb.,Psidium parvifolium Griseb.,Psidium parvifolium Griseb.,Psidium parvifolium Griseb.,Psidium parvifolium,Psidium oligospermum Mart. ex DC.,Psidium oligospermum
550163,Psidium paranense O.Berg,Psidium riparium Mart. ex DC.,Psidium riparium Mart. ex DC.,Psidium riparium Mart. ex DC.,Psidium riparium,Psidium kennedyanum Morong,Psidium kennedyanum
550167,Guajava paranensis (O.Berg) Kuntze,Psidium riparium Mart. ex DC.,Psidium riparium Mart. ex DC.,Psidium riparium Mart. ex DC.,Psidium riparium,Psidium kennedyanum Morong,Psidium kennedyanum
550179,Guajava cuprea (O.Berg) Kuntze,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum,Psidium cupreum O.Berg,Psidium cupreum
550184,Psidium cupreum O.Berg,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum,Psidium cupreum O.Berg,Psidium cupreum
550191,Psidium araca var. sampaionis Herter,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum,Psidium cupreum O.Berg,Psidium cupreum
550192,Psidium cupreum var. glabratum Kiaersk.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum Mart. ex DC.,Psidium rufum,Psidium cupreum O.Berg,Psidium cupreum
550205,Psidium striatulum var. australe O.Berg,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum,Psidium kennedyanum Morong,Psidium kennedyanum
550206,Psidium striatulum var. paranense O.Berg,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum DC.,Psidium striatulum,Psidium kennedyanum Morong,Psidium kennedyanum
550245,Psychotria ivorensis De Wild.,Psychotria adafoana K.Schum.,Psychotria adafoana K.Schum.,Psychotria adafoana K.Schum.,Psychotria adafoana,Psychotria ivorensis De Wild.,Psychotria ivorensis
550246,Psychotria hallei Aké Assi & Bouton,Psychotria adafoana K.Schum.,Psychotria adafoana K.Schum.,Psychotria adafoana K.Schum.,Psychotria adafoana,Psychotria ivorensis De Wild.,Psychotria ivorensis
550417,Psychotria ficigemma DC.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis,Psychotria ficigemma DC.,Psychotria ficigemma
550432,Mapouria ficigemma (DC.) Lemée,Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis,Psychotria ficigemma DC.,Psychotria ficigemma
550439,Uragoga ficigemma (DC.) Kuntze,Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis Jacq.,Psychotria carthagenensis,Psychotria ficigemma DC.,Psychotria ficigemma
550721,Psychotria nitidula Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa Cham. & Schltdl.,Psychotria leiocarpa,Psychotria nitidula Cham. & Schltdl.,Psychotria nitidula
551677,Quercus afares f. spinosa Villar,Quercus afares Pomel,Quercus afares Pomel,Quercus afares Pomel,Quercus afares,Quercus × numidica Trab.,Quercus × numidica
551782,Quercus graciliformis C.H.Mull.,Quercus canbyi Trel.,Quercus canbyi Trel.,Quercus canbyi Trel.,Quercus canbyi,Quercus graciliformis C.H.Mull.,Quercus graciliformis
551932,Quercus coccifera f. densispinosa Cout.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus pseudococcifera subsp. pseudococcifera,Quercus pseudococcifera
551936,Quercus coccifera var. tomentosa A.DC.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus airensis Franco & Vasc.,Quercus airensis
551939,Quercus coccifera var. imbricata A.DC.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus pseudococcifera subsp. pseudococcifera,Quercus pseudococcifera
551947,Quercus coccifera f. tomentosa (A.DC.) Cout.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus airensis Franco & Vasc.,Quercus airensis
551975,Quercus mesto Boiss.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus pseudococcifera subsp. pseudococcifera,Quercus pseudococcifera
551983,Quercus coccifera subsp. mesto (Boiss.) Nyman,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera L.,Quercus coccifera,Quercus pseudococcifera subsp. pseudococcifera,Quercus pseudococcifera
552012,Quercus humilis f. subcrenatolobata Cout.,Quercus × coutinhoi Samp.,Quercus × coutinhoi Samp.,Quercus × coutinhoi Samp.,Quercus × coutinhoi,"Quercus × sampaioana Vila-Viçosa, Capelo, P.Alves, R.Almeida & F.M.Vázquez",Quercus × sampaioana
552020,Quercus × coutinhoi f. duriensis Franco & Vasc.,Quercus × coutinhoi Samp.,Quercus × coutinhoi Samp.,Quercus × coutinhoi Samp.,Quercus × coutinhoi,"Quercus × duriensis (Franco & Vasc.) Vila-Viçosa, Capelo, P.Alves, R.Almeida & F.M.Vázquez",Quercus × duriensis
552181,Quercus lusitanica f. microphylla Cout.,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × senneniana A.Camus,Quercus × senneniana
552182,Quercus lusitanica f. pedunculata Cout.,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × coutinhoi Samp.,Quercus × coutinhoi
552193,Quercus faginea subvar. bullata (Cout.) A.Camus,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × coutinhoi Samp.,Quercus × coutinhoi
552194,Quercus faginea subvar. microphylla (Cout.) A.Camus,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × senneniana A.Camus,Quercus × senneniana
552205,Quercus alpestris var. pedunculata A.Camus,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea subsp. faginea,Quercus faginea,Quercus × coutinhoi Samp.,Quercus × coutinhoi
552293,Quercus × mauritanica Trab.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × numidica Trab.,Quercus × numidica
552294,Quercus broteroi subsp. tlemcenensis (A.DC.) F.M.Vázquez & Coombes,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
552295,Quercus × tlemcenensis (A.DC.) Villar,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
552298,Quercus × kabylica Trab.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × numidica Trab.,Quercus × numidica
552299,Quercus × numidica Trab.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × numidica Trab.,Quercus × numidica
552300,Quercus mirbeckii f. tlemcenensis (A.DC.) Trab.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
552302,Quercus × pseudosuber var. tlemcenensis A.DC.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
552305,Quercus faginea var. tlemcenensis (A.DC.) Maire,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
552306,Quercus faginea subsp. tlemcenensis (A.DC.) Maire & Weiller ex Greuter & Burdet,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica Lam.,Quercus × hispanica,Quercus × tlemcenensis Trab.,Quercus × tlemcenensis
552527,Quercus ovalifolia Pers.,Quercus lusitanica Lam.,Quercus lusitanica Lam.,Quercus lusitanica Lam.,Quercus lusitanica,Quercus faginea subsp. faginea,Quercus faginea
552598,Quercus lusitanica f. ellipticifolia Cout.,Quercus × welwitschii Samp.,Quercus × welwitschii Samp.,Quercus × welwitschii Samp.,Quercus × welwitschii,Quercus faginea subsp. faginea,Quercus faginea
552620,Quercus alpestris var. ellipticifolia (Cout.) A.Camus,Quercus × welwitschii Samp.,Quercus × welwitschii Samp.,Quercus × welwitschii Samp.,Quercus × welwitschii,Quercus faginea subsp. faginea,Quercus faginea
552797,Quercus rotundifolia f. crassicupulata (Cout.) F.M.Vázquez,Quercus rotundifolia Lam.,Quercus rotundifolia Lam.,Quercus rotundifolia Lam.,Quercus rotundifolia,Quercus × avellaniformis Colmeiro & E.Boutelou,Quercus × avellaniformis
552800,Quercus ilex f. crassicupulata Cout.,Quercus rotundifolia Lam.,Quercus rotundifolia Lam.,Quercus rotundifolia Lam.,Quercus rotundifolia,Quercus × avellaniformis Colmeiro & E.Boutelou,Quercus × avellaniformis
553196,Rauvolfia obscura K.Schum.,Rauvolfia mannii Stapf,Rauvolfia mannii Stapf,Rauvolfia mannii Stapf,Rauvolfia mannii,Rauvolfia obscura K.Schum.,Rauvolfia obscura
554077,Cleisostoma ornithorrhynchum (Rchb.f.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea,Cleisostoma discolor Lindl.,Cleisostoma discolor
554080,Sarcanthus ornithorrhynchus Rchb.f.,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea (Lindl.) Garay,Robiquetia rosea,Cleisostoma discolor Lindl.,Cleisostoma discolor
556879,"Serapias vomeracea subsp. artemisiae W.Hahn, Kreutz & Passin",Serapias cordigera L.,Serapias cordigera L.,Serapias cordigera L.,Serapias cordigera,Serapias vomeracea (Burm.f.) Briq.,Serapias vomeracea
557078,Sideritis hirsuta var. vallisoletana Sennen & Pau,Sideritis hirsuta L.,Sideritis hirsuta L.,Sideritis hirsuta L.,Sideritis hirsuta,"Sideritis × vallisoletana (Sennen & Pau) R.Roselló, P.P.Ferrer, Fabado, Gómez Nav., E.Laguna & Peris",Sideritis × vallisoletana
557659,Sobralia lindenii W.Watson,Sobralia rosea Poepp. & Endl.,Sobralia rosea Poepp. & Endl.,Sobralia rosea Poepp. & Endl.,Sobralia rosea,Sobralia pulcherrima Garay,Sobralia pulcherrima
557751,Spathoglottis lobbii Rchb.f.,Spathoglottis affinis de Vriese,Spathoglottis affinis de Vriese,Spathoglottis affinis de Vriese,Spathoglottis affinis,Spathoglottis lobbii Rchb.f.,Spathoglottis lobbii
557863,Borreria rubrostipulata DC.,Spermacoce capitata Ruiz & Pav.,Spermacoce capitata Ruiz & Pav.,Spermacoce capitata Ruiz & Pav.,Spermacoce capitata,Spermacoce quadrifaria (E.L.Cabral) Govaerts,Spermacoce quadrifaria
557891,Borreria parviflora var. scabra Griseb.,Spermacoce eryngioides (Cham. & Schltdl.) Kuntze,Spermacoce eryngioides (Cham. & Schltdl.) Kuntze,Spermacoce eryngioides (Cham. & Schltdl.) Kuntze,Spermacoce eryngioides,Spermacoce affinis (DC.) R.M.Salas,Spermacoce affinis
558248,Spiranthes nivea T.P.Lin & W.M.Lin,Spiranthes sinensis (Pers.) Ames,Spiranthes sinensis (Pers.) Ames,Spiranthes sinensis (Pers.) Ames,Spiranthes sinensis,Spiranthes nivea T.P.Lin & W.M.Lin,Spiranthes nivea
558698,Stachytarpheta glabra var. angustifolia Schauer,Stachytarpheta glabra Cham.,Stachytarpheta glabra Cham.,Stachytarpheta glabra Cham.,Stachytarpheta glabra,Stachytarpheta harleyi S.Atkins,Stachytarpheta harleyi
558764,Stachytarpheta restingensis var. hispidula Moldenke,Stachytarpheta schottiana Schauer,Stachytarpheta schottiana Schauer,Stachytarpheta schottiana Schauer,Stachytarpheta schottiana,Stachytarpheta cayennensis (Rich.) Vahl,Stachytarpheta cayennensis
559237,Cleisostoma pachyphyllum Cavestro,Stereochilus laxus (Rchb.f.) Garay,Stereochilus laxus (Rchb.f.) Garay,Stereochilus laxus (Rchb.f.) Garay,Stereochilus laxus,Stereochilus pachyphyllus (Cavestro) Cavestro,Stereochilus pachyphyllus
559299,Stillingia tenuis Small,Stillingia sylvatica L.,Stillingia sylvatica L.,Stillingia sylvatica L.,Stillingia sylvatica,Stillingia tenuis Small,Stillingia tenuis
559302,Stillingia sylvatica subsp. tenuis (Small) D.J.Rogers,Stillingia sylvatica L.,Stillingia sylvatica L.,Stillingia sylvatica L.,Stillingia sylvatica,Stillingia tenuis Small,Stillingia tenuis
560062,Syzygium folidorhachis Merr. & L.M.Perry,Syzygium furfuraceum Merr. & L.M.Perry,Syzygium furfuraceum Merr. & L.M.Perry,Syzygium furfuraceum Merr. & L.M.Perry,Syzygium furfuraceum,Syzygium folidorhachis Merr. & L.M.Perry,Syzygium folidorhachis
561004,Tarenna asiatica var. montana (Thwaites) D.C.S.Raju,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica,Tarenna flava Alston,Tarenna flava
561012,Stylocoryna webera var. montana Thwaites,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica (L.) Kuntze ex K.Schum.,Tarenna asiatica,Tarenna flava Alston,Tarenna flava
561829,Dendrocolla alba Ridl.,Thrixspermum trichoglottis (Hook.f.) Kuntze,Thrixspermum trichoglottis (Hook.f.) Kuntze,Thrixspermum trichoglottis (Hook.f.) Kuntze,Thrixspermum trichoglottis,Thrixspermum pulchellum (Thwaites) Schltr.,Thrixspermum pulchellum
562372,Thymus zelenetzkyi Klokov & Des.-Shost.,Thymus roegneri K.Koch,Thymus roegneri K.Koch,Thymus roegneri K.Koch,Thymus roegneri,Thymus callieri Borbás ex Velen.,Thymus callieri
563117,Isanthus brachiatus var. linearis Fassett,Trichostema brachiatum L.,Trichostema brachiatum L.,Trichostema dichotomum L.,Trichostema dichotomum,Trichostema coeruleum (Michx.) K.S.McClell. & Weakley,Trichostema coeruleum
563118,Isanthus coeruleus Michx.,Trichostema brachiatum L.,Trichostema brachiatum L.,Trichostema dichotomum L.,Trichostema dichotomum,Trichostema coeruleum (Michx.) K.S.McClell. & Weakley,Trichostema coeruleum
563119,Isanthus multiflorus Raf.,Trichostema brachiatum L.,Trichostema brachiatum L.,Trichostema dichotomum L.,Trichostema dichotomum,Trichostema coeruleum (Michx.) K.S.McClell. & Weakley,Trichostema coeruleum
563120,Isanthus pubescens Raf.,Trichostema brachiatum L.,Trichostema brachiatum L.,Trichostema dichotomum L.,Trichostema dichotomum,Trichostema coeruleum (Michx.) K.S.McClell. & Weakley,Trichostema coeruleum
563121,Isanthus pumilus Raf.,Trichostema brachiatum L.,Trichostema brachiatum L.,Trichostema dichotomum L.,Trichostema dichotomum,Trichostema coeruleum (Michx.) K.S.McClell. & Weakley,Trichostema coeruleum
563715,Urophyllum longifolium var. annamense Pierre ex Pit.,Urophyllum longifolium (Wight) Hook.f.,Urophyllum longifolium (Wight) Hook.f.,Urophyllum longifolium (Wight) Hook.f.,Urophyllum longifolium,"Urophyllum annamense (Pierre ex Pit.) Yooprasert, Culham & Utteridge",Urophyllum annamense
563786,Vanda cruenta Lodd. ex Sweet,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor,Vanda esquirolii Schltr.,Vanda esquirolii
563787,Vanda esquirolii Schltr.,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor,Vanda esquirolii Schltr.,Vanda esquirolii
563788,Vanda guangxiensis Fowlie,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor Blume,Vanda concolor,Vanda esquirolii Schltr.,Vanda esquirolii
563909,Vanilla parishii Rchb.f.,Vanilla aphylla Blume,Vanilla aphylla Blume,Vanilla aphylla Blume,Vanilla aphylla,Vanilla parishii Rchb.f.,Vanilla parishii
564538,Vitex rufescens Gürke,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea Schumach. & Thonn.,Vitex ferruginea,Vitex congolensis var. congolensis,Vitex congolensis
564746,Voacanga micrantha Pichon,Voacanga bracteata Stapf,Voacanga bracteata Stapf,Voacanga bracteata Stapf,Voacanga bracteata,Voacanga micrantha Pichon,Voacanga micrantha
564774,Huxleya linifolia Ewart & B.Rees,Volkameria aculeata L.,Volkameria aculeata L.,Volkameria aculeata L.,Volkameria aculeata,Volkameria linifolia (Ewart & B.Rees) Mabb. & Y.W.Yuan,Volkameria linifolia
564877,Elaeagia subspicata Standl.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea K.Schum.,Warszewiczia longistaminea,Bathysa subspicata (Standl.) C.M.Taylor,Bathysa subspicata
565164,Xanthosoma mafaffa var. blandum (Schott) Engl.,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium,Xanthosoma blandum Schott,Xanthosoma blandum
565185,Xanthosoma blandum Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium (L.) Schott,Xanthosoma sagittifolium,Xanthosoma blandum Schott,Xanthosoma blandum
565332,Monochilus zollingeri Rchb.f.,Zeuxine gracilis (Breda) Blume,Zeuxine gracilis (Breda) Blume,Zeuxine gracilis (Breda) Blume,Zeuxine gracilis,Zeuxine zollingeri (Rchb.f.) Ormerod & Juswara,Zeuxine zollingeri
565442,Zygopetalum velutinum Hoffmanns.,Zygopetalum maculatum (Kunth) Garay,Zygopetalum maculatum (Kunth) Garay,Zygopetalum maculatum (Kunth) Garay,Zygopetalum maculatum,Zygopetalum crinitum subsp. crinitum,Zygopetalum crinitum
566492,Afrothismia gabonensis Dauby & Stévart,Afrothismia saingei T.Franke,Afrothismia saingei T.Franke,Afrothismia saingei T.Franke,Afrothismia saingei,Afrothismia gabonensis Dauby & Stévart,Afrothismia gabonensis
566857,Juncus dioicus Steud.,Anarthria gracilis R.Br.,Anarthria gracilis R.Br.,Anarthria gracilis R.Br.,Anarthria gracilis,Anarthria dioica (Steud.) Fomichev,Anarthria dioica
568346,Carex alta var. gymnocarpa H.Lév. & Vaniot,Carex alta Boott,Carex alta Boott,Carex alta Boott,Carex alta,Carex rochebrunei subsp. rochebrunei,Carex rochebrunei
568387,Carex berteroana Desv.,Carex aphylla Kunth,Carex aphylla Kunth,Carex aphylla Kunth,Carex aphylla,Carex pungens Boeckeler,Carex pungens
568420,Carex ligata var. formosensis (H.Lév. & Vaniot) Kük.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis
568421,Carex ligata subsp. formosensis (H.Lév. & Vaniot) T.Koyama,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis
568422,Carex kelungensis Hayata,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis
568423,Carex formosensis H.Lév. & Vaniot,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis
568425,Carex shimotsukensis Honda,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta C.B.Clarke ex Franch.,Carex ascotreta,Carex formosensis H.Lév. & Vaniot,Carex formosensis
569322,Carex brachyphylla Turcz.,Carex ericetorum Pollich,Carex ericetorum Pollich,Carex ericetorum Pollich,Carex ericetorum,Carex melanocarpa Cham. ex Trautv.,Carex melanocarpa
569357,Carex rouyana Franch.,Carex filipes var. oligostachys Kük.,Carex filipes var. oligostachys Kük.,Carex egena H.Lév. & Vaniot,Carex egena,Carex rouyana Franch.,Carex rouyana
569599,Carex soriofkensis H.Lév. & Vaniot,Carex glareosa subsp. glareosa,Carex glareosa subsp. glareosa,Carex glareosa subsp. glareosa,Carex glareosa,Carex mackenziei V.I.Krecz.,Carex mackenziei
569896,Carex albidibasis T.Koyama,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica,Carex albidibasis T.Koyama,Carex albidibasis
569901,Carex patens Franch.,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica Thunb.,Carex japonica,Carex doniana Spreng.,Carex doniana
570004,Carex holotricha Ohwi,Carex lasiolepis Franch.,Carex lasiolepis Franch.,Carex lasiolepis Franch.,Carex lasiolepis,Carex holotricha Ohwi,Carex holotricha
570533,Carex oligosperma var. tsuishikarensis (Koidz. & Ohwi) B.Boivin,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma,Carex tsuishikarensis Koidz. & Ohwi,Carex tsuishikarensis
570537,Carex tsuishikarensis Koidz. & Ohwi,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma Michx.,Carex oligosperma,Carex tsuishikarensis Koidz. & Ohwi,Carex tsuishikarensis
570710,Carex chlorolepis Steud.,Carex phalaroides Kunth,Carex phalaroides Kunth,Carex phalaroides Kunth,Carex phalaroides,Carex chlorolepis Steud.,Carex chlorolepis
570726,Carex planiculmis var. urasawae Ohwi,Carex planiculmis Kom.,Carex planiculmis Kom.,Carex planiculmis Kom.,Carex planiculmis,Carex albidibasis T.Koyama,Carex albidibasis
571213,Carex uber Ohwi,Carex sociata Boott,Carex sociata Boott,Carex sociata Boott,Carex sociata,Carex uber Ohwi,Carex uber
571424,Carex koidzumiana Ohwi,Carex thunbergii Steud.,Carex thunbergii Steud.,Carex thunbergii Steud.,Carex thunbergii,Carex appendiculata (Trautv. & C.A.Mey.) Kük.,Carex appendiculata
571467,Carex dissitispicula Ohwi,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae,Carex kujuzana Ohwi,Carex kujuzana
571469,Carex kunioi T.Koyama,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae Tuyama,Carex toyoshimae,Carex kujuzana Ohwi,Carex kujuzana
571495,Carex reicheana Boeckeler,Carex trichodes Steud.,Carex trichodes Steud.,Carex trichodes Steud.,Carex trichodes,Carex reicheana Boeckeler,Carex reicheana
571571,Carex lucidula Franch.,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa,Carex sabynensis var. rostrata (Maxim.) Ohwi,Carex sabynensis
571572,Carex recticulmis Franch.,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa subsp. pseudosabynensis T.V.Egorova,Carex umbrosa,Carex sabynensis var. sabynensis,Carex sabynensis
571945,Cheirostylis micrantha Schltr.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides
571949,Zeuxine sambiranoensis Schltr.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides
571951,Cheirostylis humblotii Rchb.f.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides
571953,Monochilus gymnochiloides Ridl.,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda (Thouars) Ormerod,Cheirostylis nuda,Cheirostylis gymnochiloides (Ridl.) Rchb.f.,Cheirostylis gymnochiloides
572709,Kyllinga polyphylla subsp. babiensis Wad.Khan & Lakshmin.,Cyperus aromaticus (Ridl.) Mattf. & Kük.,Cyperus aromaticus (Ridl.) Mattf. & Kük.,Cyperus aromaticus (Ridl.) Mattf. & Kük.,Cyperus aromaticus,Cyperus brevifolius f. babiensis (Wad.Khan & Lakshmin.) V.P.Prasad,Cyperus brevifolius
572876,Mariscus viridis Hochst. ex Schweinf.,Cyperus cruentus Rottb.,Cyperus cruentus Rottb.,Cyperus cruentus Rottb.,Cyperus cruentus,Cyperus dubius var. dubius,Cyperus dubius
573808,Cyperus reflexus var. fraternus (Kunth) Kuntze,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus,Cyperus fraternus Kunth,Cyperus fraternus
573821,Cyperus fraternus Kunth,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus Vahl,Cyperus reflexus,Cyperus fraternus Kunth,Cyperus fraternus
574739,Dyckia tomentosa Mez,Dyckia maritima Baker,Dyckia maritima Baker,Dyckia maritima Baker,Dyckia maritima,Dyckia tomentosa Mez,Dyckia tomentosa
575089,Scirpus equisetiformis Meinsh.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Eleocharis equisetiformis
575092,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa Steud.,Eleocharis mitracarpa,Eleocharis equisetiformis (Meinsh.) B.Fedtsch.,Eleocharis equisetiformis
